"Calories","Age","Gender","Duration","Heart_Rate","Weight","Height"
409.7592216,52,1,35,132,60.67761872,166.927326088577
406.2495364,25,0,20,106,84.3597985,158.987762749547
202.4693245,26,1,58,156,75.56959636,152.504963850557
424.6454668,51,0,39,146,55.6467018,130.57353175777
287.7794309,41,0,43,102,69.31117428,158.20489966641
468.0831993,32,1,33,169,77.18832301,165.691200576919
159.7415071,40,0,54,179,68.10283161,142.009732832853
360.5950919,34,0,28,159,93.86069315,164.438633560623
255.9905052,32,1,59,132,57.79361018,149.585253231635
331.1545966,59,0,32,121,52.03287933,162.079548939019
167.1968829,20,0,29,141,65.26734508,170.043172728844
412.8612039,45,0,29,151,69.95705553,142.783593647091
347.1066305,41,0,30,153,65.49585117,166.18855557897
157.7344324,31,0,56,174,77.82270868,167.196066363996
335.0430364,40,0,31,159,60.34996664,158.02287507961
235.860477,57,0,42,158,57.74766418,144.449066193964
162.9388453,23,0,60,128,57.99588643,169.281805591839
460.9888802,28,1,47,161,74.87186334,195.600985084976
149.5248756,44,1,48,113,63.6685477,180.50864408746
241.9107859,57,0,20,178,73.250087,161.187648511327
316.5047949,26,1,46,117,58.96431354,151.262301877597
246.0374158,37,1,31,129,97.04468685,192.08548827946
197.2806886,27,0,47,103,85.70079488,158.054695783427
471.1113045,44,0,57,101,62.5128016,147.684085863732
318.9829625,51,0,58,128,85.97722327,210.921525056393
186.4700524,49,0,44,147,53.71361709,124.864701560174
220.8393558,21,1,54,178,84.27905982,163.340103455555
379.1483854,40,1,47,149,80.93289715,196.141623484642
448.6468096,49,0,53,138,65.32263367,157.300639188091
158.9206394,29,1,20,109,59.25633847,157.832549536114
455.6028096,53,1,27,115,72.5267403,184.572248605332
200.038655,60,1,40,176,87.19014511,159.412927401767
153.7189593,28,1,35,179,93.8517109,203.618268582325
352.8501576,56,0,34,149,64.99058591,165.671777437129
255.1434978,57,1,37,172,52.29312335,129.221691448755
351.6036738,44,0,48,130,61.33974324,170.505721980806
419.6115933,33,0,39,121,87.9623977,215.112482421141
483.4830743,40,1,31,180,88.48928547,190.166813447084
342.5860784,23,0,60,150,50.6965807,164.278582379149
497.1232635,27,0,20,106,90.34982069,163.840577806808
235.4681201,19,0,51,171,74.2682903,195.586909534022
229.9937419,20,1,21,156,90.70079059,196.56115997121
485.9583442,32,1,21,102,57.50981734,148.604750444658
459.3281906,30,1,57,151,92.17909408,196.512227458651
268.2681405,20,1,26,172,79.67659428,184.5975260625
443.6092357,47,0,34,176,68.09440414,159.043727486513
248.8645242,55,0,35,158,74.46390873,185.309072433594
165.7767754,59,0,25,180,55.0441911,135.720040859288
455.4802421,30,1,34,151,84.45307345,192.040593138514
378.7877239,42,0,54,138,92.54630779,179.726795669148
268.6811835,39,0,43,105,69.9699074,153.549514442666
290.9617039,19,0,33,119,75.84913968,173.903495674167
164.5709455,48,0,60,123,59.31406913,145.256712059203
111.951783,55,0,21,113,96.14916494,182.227916850011
354.3181384,31,0,43,164,61.96106024,135.055202668713
181.9821425,54,0,59,120,65.75093487,159.237540046166
378.9263416,59,1,36,152,53.1318779,138.848952579964
124.442392,46,1,33,137,49.68348318,163.690525324626
190.8560694,23,1,37,144,60.52993807,146.20188982741
147.8641091,25,1,32,178,65.32759707,161.593404329415
331.0037781,53,1,32,168,99.92406098,201.465412690171
123.8325514,58,1,34,103,59.22889208,153.044631989108
460.4258035,42,0,43,166,79.47910085,154.373470535766
441.9724439,51,0,21,167,84.19846056,196.713902055242
286.7269113,53,1,20,169,70.83781897,142.487731154425
416.3789064,57,1,48,159,53.46310224,142.037328784363
237.662261,53,0,21,150,78.80257723,185.08539866205
441.8384091,51,1,44,136,97.87553557,175.429960207456
276.3963284,35,0,55,109,101.2813685,197.193797732939
429.8562947,24,1,37,174,86.43027384,182.671397071315
479.3447041,60,1,35,140,75.36369145,191.183627900555
263.2309514,20,0,42,170,82.43411709,156.299956271626
379.6836634,55,1,35,103,98.51293432,230.470737815979
248.4022094,55,0,57,142,89.758766,180.312105503174
471.6523274,26,1,52,152,80.42854752,161.096965829017
315.134657,19,0,41,138,63.92684765,136.810397172927
199.070095,37,1,25,140,98.25978754,225.991344918796
153.9771711,57,1,51,123,87.6179446,169.374601424096
267.0537986,21,0,39,119,67.83233957,177.399067980761
352.5816581,26,0,42,146,52.53138995,148.324162191288
494.3412068,43,0,49,167,97.07802956,171.067637657896
286.1961007,40,0,58,128,57.43759929,173.026626152035
162.6347389,37,0,41,169,98.11700642,199.604482416033
203.526118,28,0,30,132,57.84967869,160.331149579492
272.7428795,47,0,44,140,60.31021044,156.148071754553
149.1698761,24,0,45,124,73.80492609,175.578566430854
476.314961,55,1,47,163,76.79031291,153.66205579878
440.9644402,53,0,33,177,51.33896431,127.560478320118
402.3269957,60,1,22,160,55.56740153,151.945228266975
282.1231772,28,1,59,109,49.07873083,152.365116250842
242.6442661,55,1,26,137,66.00708105,162.889382281572
146.2761942,57,1,41,140,71.73504625,178.493183335348
370.9991573,37,1,24,163,98.93665626,185.451587202141
254.4726245,60,1,49,110,80.68537311,154.935345895084
157.9053802,24,1,59,155,62.42981446,152.729355531369
293.1101426,34,0,43,167,95.52843954,166.611575892391
181.2059271,21,1,36,133,89.18733918,175.559648897025
177.8843021,23,0,60,178,72.66345268,152.491247096764
459.8923208,35,1,22,165,85.68941036,169.320268880586
304.8212345,59,1,52,112,94.39710414,170.63668375499
361.2723881,28,0,36,155,76.33797874,150.916471846895
258.3796766,25,1,51,112,73.28364293,151.833915722284
153.2378135,52,0,57,178,85.91298907,207.677272803472
202.2759224,30,1,25,139,75.37599195,158.715918483383
344.37167,20,0,60,138,58.04186277,160.477175156856
270.3879667,20,1,42,101,65.11266809,151.153086325762
325.6644081,44,1,30,131,51.90804199,132.948335974878
469.7764769,18,0,27,124,86.77883901,163.306228927848
291.2966335,46,1,51,174,56.9072493,132.551755009167
467.2520049,55,0,45,134,93.98922837,168.111195994711
162.3240957,43,0,28,156,77.44372053,190.696089572255
460.0235184,32,0,39,169,62.65306402,161.441214753327
470.6964459,33,1,59,118,56.44362689,136.869078561399
282.8562195,26,1,45,148,76.23634834,183.695244558808
228.2634666,31,1,23,164,77.65963174,151.568566709777
291.0981977,38,1,37,175,62.17004347,148.133613114182
252.7797757,18,0,26,147,53.71646991,130.459200188194
239.7739655,59,1,50,121,55.44037749,142.803677522489
472.4770131,34,1,20,167,65.52526328,157.440650823841
402.7701226,27,0,52,165,60.17674963,157.380636077493
359.7106274,36,1,46,127,60.91245999,148.604183960911
244.9505762,47,1,31,104,95.43071171,204.096122601671
390.0232911,31,0,53,122,103.0173396,183.443514869193
302.8808717,51,1,20,166,54.44830127,154.72821791628
233.0826471,34,1,47,101,64.40383754,182.83329991944
261.2529234,48,1,36,150,92.78231333,180.939961111879
206.1528231,19,0,51,177,90.03341344,165.483333249964
288.4002749,38,0,25,165,74.42665273,193.836874098448
470.2955313,57,0,32,130,86.6075346,172.240651364117
229.099368,50,1,44,105,72.42676386,176.785625759967
424.8608163,38,0,56,147,78.21680949,150.081864479113
214.1334901,31,1,20,148,71.7716695,184.141106927645
392.2326512,20,1,46,147,67.19348408,152.711054530608
199.6807832,52,1,33,167,91.1852405,163.488062876911
187.9180752,58,0,59,134,88.45929477,170.161562059257
206.6098795,35,1,54,150,88.16798851,160.956553947342
177.6448542,50,0,42,112,88.67683328,196.791853310334
379.7556381,20,0,30,156,87.3321756,170.247318052726
225.8019498,31,1,50,172,75.1226164,187.42073241415
432.2901133,30,1,58,110,86.66316475,189.177480648264
120.0377092,44,0,43,124,76.75243837,181.589183815478
329.7259511,53,0,54,129,76.0689405,175.449789693432
365.703042,55,0,26,131,74.22228635,162.823762443149
426.1015755,56,0,43,132,78.93531749,200.245056175274
269.9155164,58,0,20,161,79.83172621,154.35470035547
391.2564652,42,1,59,119,56.88159692,143.441468811775
294.9099212,49,1,33,176,98.69415342,210.337391117624
486.9604257,29,1,36,172,94.89654821,174.815574192988
499.1198143,34,1,48,164,70.03788724,161.817544946784
313.5284395,57,0,54,160,102.0587223,179.258683292729
153.1342344,53,1,33,140,104.3096,230.479409901287
345.4395621,22,1,23,164,54.00547999,142.754166979171
402.9507206,39,1,54,161,89.07401281,176.288317647654
220.1928779,40,1,29,114,67.08636583,163.410860611787
307.6081566,42,0,59,124,50.85065956,126.328271004395
121.3400111,53,0,56,128,53.52397647,129.593798666782
293.0007588,35,0,49,119,64.48619313,148.411746319783
302.5139055,18,0,20,115,52.38671041,122.900217806398
462.5884207,48,1,49,157,73.10482128,185.413726895633
195.6545515,47,1,43,128,80.92645939,171.610311876072
368.5759237,41,1,32,157,101.3030225,184.702963081412
497.3445312,23,1,52,124,69.90553513,148.571151025026
390.2524286,31,0,38,161,82.79792302,185.329568280156
454.999775,58,0,37,115,77.51848575,162.289228015149
237.065207,46,0,37,147,84.62489573,186.121781915664
220.6781549,27,1,35,163,84.35182671,179.17479836588
194.0285692,19,1,55,119,52.18864389,145.629324055098
382.4137967,40,1,51,177,92.46308955,205.194533337595
139.7260242,35,1,57,146,87.60939677,172.644327480286
491.5558116,44,1,51,133,69.86726674,171.815217564376
295.7498208,37,1,26,153,71.69591841,145.993306147305
229.2967447,45,0,24,104,74.47934497,151.448412629585
377.2350325,51,1,44,161,87.14138793,159.754618043451
136.799053,18,1,26,179,102.7384356,172.797750778716
156.0292691,55,1,38,129,91.55980075,217.919072328942
363.3329258,21,1,48,133,73.44254744,158.358671819946
323.322721,38,0,53,159,64.81281141,161.750084703771
118.9293663,29,1,42,111,74.91304816,151.390312758811
103.4077729,42,0,55,112,81.54834995,181.415748824485
347.7857184,35,0,24,131,83.03765604,172.267377751654
374.0698299,38,1,33,105,91.2499124,200.719107048486
303.5326009,52,0,48,104,101.2767277,220.148831864404
122.9568864,26,0,48,157,83.21797903,187.555096911658
351.5153421,48,0,53,169,51.7921222,137.920563893397
476.5312529,26,0,21,121,88.18110499,168.361258514413
119.318077,38,0,58,104,76.60383942,149.526752002585
452.9872239,32,1,34,162,90.67678598,161.877464258718
124.640034,35,0,45,124,96.9739515,198.706802220028
234.4421739,29,1,39,108,93.35941335,209.684268197435
169.8151835,31,1,38,115,85.28385671,185.816886635688
414.4895656,54,1,45,106,74.79420467,155.14910130618
403.5327113,51,1,44,106,58.11073368,141.598945004485
497.0456839,49,1,58,148,91.16441469,171.72176892572
274.0554667,57,1,48,140,75.20737945,190.385269000939
251.5909139,25,0,40,168,65.30449447,141.083317084255
286.6270999,58,1,26,176,72.52998971,152.401909609174
319.9643785,35,1,54,153,48.35957466,134.807227252246
154.9516565,47,0,31,102,74.18397299,174.809327557338
495.1174753,26,0,60,165,71.63864558,155.268192658821
250.4155555,45,0,36,133,55.77163057,139.069348385896
240.3380666,30,1,33,174,95.75449629,194.290108131899
450.0985289,35,1,43,116,61.85761406,176.319036168332
384.4423529,21,0,51,102,82.20622367,163.084017495719
493.3697935,23,1,32,146,80.13843993,190.204681787203
217.4564324,43,0,40,105,82.83936966,178.016580821211
244.4497077,29,1,59,137,68.04031299,156.01325126305
224.546633,32,0,30,133,59.55528882,144.353550554132
162.3551795,35,0,25,171,62.27841611,165.568791412347
385.8101995,38,0,49,111,56.6819026,151.596257657839
248.3805545,59,1,22,158,60.75182543,150.836473489949
138.2748603,22,0,37,103,83.08374168,166.005459703861
455.9957131,28,0,39,153,89.22807169,181.552331995596
245.0932438,53,1,57,124,55.52387133,165.728023006152
134.0670043,19,0,57,135,74.63375736,177.178843267643
462.0272392,41,0,40,102,94.85221109,170.938445045619
191.4835148,56,0,45,131,69.1567352,175.225613880625
480.1571167,34,1,23,167,65.84613775,148.032403280926
221.2327366,59,1,37,163,64.23689404,138.061322623926
172.7737226,42,1,34,146,65.35287454,145.637602219168
222.6653895,33,0,22,126,95.79807343,205.818957042649
145.4345932,18,1,29,146,92.62514215,171.974769433295
392.1928159,38,0,39,112,87.80697512,167.646552527819
256.8632687,19,1,53,107,82.33282386,156.825544031018
412.8450077,51,1,37,151,88.34170794,166.564192879846
289.4695531,25,0,36,105,82.19012951,165.132344289827
382.9806095,55,1,49,113,101.6290375,230.912851062796
497.5055234,18,1,43,107,55.82187173,151.921790421156
474.250257,40,1,36,131,66.94220391,161.65623804918
485.7324642,34,1,26,154,56.39466222,142.66256530253
490.0999329,58,0,48,100,47.88795808,156.644093207744
412.8366881,42,0,47,163,99.3865628,175.309029920129
140.2866781,38,1,56,163,75.51995913,187.261234626975
258.3300069,57,1,43,162,66.84026211,152.771356895195
143.7643935,29,1,27,112,56.01591952,127.973700698667
437.5092959,50,1,58,109,78.23496167,152.666839114918
142.5532078,43,0,31,172,77.2897451,152.290977797903
398.7192628,36,0,25,153,67.00738333,165.976386103519
437.9381057,59,1,40,138,82.90186429,164.889677796077
455.6836518,21,0,40,110,55.98126821,163.599572095475
212.6397435,29,1,30,154,80.72061322,160.457132000366
399.1868185,38,1,20,116,80.16992699,161.516731786366
264.3640517,39,0,60,117,82.54638124,187.809126087725
210.7590049,45,0,36,145,89.85731333,200.071392545338
309.2233373,49,1,20,102,56.44213665,148.352577368977
345.5126398,45,1,25,174,61.82961916,134.627938509506
261.1235162,31,1,44,106,95.76123369,205.80269113766
434.6607157,48,1,26,168,45.78374687,122.731077770251
233.2246017,48,1,46,106,60.84532445,132.561521404556
112.7552538,58,1,36,172,79.64332816,184.157945334444
212.8740495,38,1,40,170,98.57019426,181.29131984921
323.8020372,55,0,39,114,82.25134384,175.503766575563
191.7006553,28,1,26,158,74.03545134,159.886118020624
470.8043757,28,0,36,180,76.82494793,175.250597989654
499.469389,57,0,31,120,79.92585071,206.886647447918
290.6342623,23,0,25,140,71.60605765,149.998350614552
476.784066,50,0,30,152,61.37371128,162.895761896097
308.5687862,52,0,26,146,72.65788475,159.221817227299
448.4968511,56,0,51,162,93.65433294,222.14500620757
229.7027804,47,0,26,104,65.74554003,163.118871208127
286.938181,34,1,26,124,79.5230775,184.04675425505
389.4549058,33,0,33,158,63.29433259,171.229391210931
483.2205114,19,0,41,111,91.12647011,165.01541737021
348.8497375,21,1,56,142,87.95877945,163.136825640107
111.2424286,26,0,24,175,79.07745031,157.47549881448
395.7273903,57,1,32,129,72.52564026,184.462154976603
278.9326736,28,0,25,102,54.92261798,134.510023433099
240.6765304,37,1,56,122,89.62485354,175.630468504213
302.9070343,52,1,22,180,92.59310327,217.536836977223
228.4028087,55,0,21,119,81.49643023,161.785070618886
285.8977732,58,1,49,118,92.51044358,168.575981536654
166.8134957,59,1,26,146,71.46782177,190.857348225479
208.2767999,59,0,34,118,98.07845136,218.043940334451
323.152078,39,1,35,161,54.80627568,164.306974069868
158.6397819,59,1,37,136,70.49080284,146.887606560466
251.8977961,41,0,42,131,48.40647145,124.10965822207
398.7515546,53,0,60,146,55.70837435,158.654666046191
284.9602423,48,0,58,108,83.16296616,190.023884127674
487.2492538,40,0,30,166,60.07283926,150.567662739504
425.5654514,34,1,40,137,94.99243466,181.42098325371
416.3543749,38,1,43,165,84.94839046,159.87231417066
277.2572948,39,0,21,139,77.79422032,170.668842263653
155.1713756,23,0,47,118,69.37280184,143.478099372106
315.9504184,54,0,36,138,97.73359494,195.391922320753
483.846052,35,0,57,122,67.2122243,153.306958844636
474.2958554,29,1,55,135,81.26383506,201.235238402319
334.6002455,45,1,25,116,68.9128576,156.472626166061
337.8037502,44,0,28,122,74.25932035,153.919684813803
497.3844806,22,1,34,146,77.53389916,152.432284177958
351.5794091,45,1,53,167,89.29682513,172.844474904098
292.7667682,33,1,49,141,81.67738694,169.046533413892
386.9984545,26,0,43,133,79.67324235,190.468525866773
420.328058,18,1,58,136,67.98179581,152.285499039476
115.3049248,44,0,43,105,63.25205801,168.082781787512
440.2505199,20,0,32,101,75.47812012,172.282795735241
243.2626189,47,1,53,174,97.53567869,169.965364416662
242.9459727,58,0,27,148,99.62788051,175.051382856921
110.0936135,39,1,60,101,71.99849626,147.426881031717
126.682745,48,0,32,119,103.2232257,188.732141021881
482.5556173,45,1,20,159,76.58395617,175.510624923869
180.5731018,24,1,22,172,71.97264486,153.624848385352
132.5519191,40,1,20,159,88.79829324,176.713162378233
272.0461926,50,0,21,115,81.62987503,186.290918099019
131.5236592,45,1,53,140,85.79211124,211.991314070408
220.1836261,45,1,36,120,81.12946281,173.638901508564
317.0952789,54,0,41,175,76.54658241,151.404842496858
439.2054302,30,1,53,162,72.61096313,147.539922710053
199.8216427,59,1,50,133,84.73238092,156.880366553524
128.3047852,56,0,21,156,88.88758013,206.392219707552
461.5560362,38,0,38,167,88.76126384,159.365569324604
184.8659399,18,0,36,157,68.32150423,185.091716470067
404.8550843,41,1,29,111,60.754209,164.849664079089
205.4542319,49,0,37,124,96.35665417,198.897857314275
462.5433564,41,1,60,137,54.92699744,152.523910137576
437.7408099,58,0,56,139,77.57788727,157.043961092214
303.7871757,43,0,40,125,98.5156873,169.310924318506
192.5014018,54,0,35,160,59.27714554,131.055559481761
277.3884062,54,1,30,133,98.64369544,220.688852926875
137.5834754,60,0,29,112,55.90869613,139.357091770715
266.9175378,30,0,32,168,67.50683125,145.369203572617
140.7493927,59,0,29,161,64.89148601,160.148952109189
355.5510692,41,1,49,104,76.99854278,177.303622272722
176.2181587,29,0,45,154,78.14510997,161.586181555261
251.0869999,28,1,23,107,98.07841483,214.302461981101
220.9869606,18,0,30,109,95.25152339,200.25957782906
431.2226394,36,1,45,128,72.45880991,184.781292358432
405.9524374,19,0,53,119,54.31588742,147.442951196175
369.9529459,55,1,23,113,85.13937041,178.949953918952
320.8127288,24,0,59,117,55.14288747,145.13726701375
232.3517873,60,1,31,145,58.26893974,149.56644241636
368.0611095,40,0,58,110,98.60150545,175.759193262325
453.0992153,26,0,51,166,82.00620015,184.957989263421
436.7807271,56,1,29,171,64.76654236,178.628567762288
351.3665316,34,1,50,128,62.51914567,153.010265515688
477.4161297,49,0,56,148,81.06216572,207.600368761141
154.6609467,44,0,42,167,67.39307333,156.027129533683
173.8278392,19,0,47,161,56.06812817,162.686314426397
398.7470963,22,1,40,109,67.45071514,174.598169807026
264.3753305,57,1,58,119,51.08732545,149.96183021332
431.8683719,43,1,29,137,71.4474671,190.933917503522
375.2590785,39,0,53,124,92.31997301,211.268573556362
488.7017015,45,0,52,118,82.71091065,180.541730324992
390.3160752,31,0,20,142,71.40149053,194.492451567219
231.5202935,21,1,54,126,68.67881283,163.569998759936
134.9360022,36,0,21,121,61.67800339,134.386380172193
412.1433699,27,0,48,107,88.14296414,164.165819813485
422.4184157,56,1,60,121,101.5937144,221.276589651651
373.1221957,45,1,25,157,73.43541192,161.211367028743
430.9450318,30,1,51,140,74.96593585,157.476874813064
229.6350943,42,0,40,116,73.97936504,154.691373998505
125.2213256,35,1,30,129,89.769218,181.126420437141
450.5810451,40,0,52,137,91.8794149,220.601754224299
200.6749022,52,0,30,141,55.43165362,148.716896800577
475.5633622,57,1,24,138,95.58893453,191.953397581087
243.3980606,40,1,46,137,81.7056781,161.282657547669
118.3621831,25,0,27,134,85.92508618,177.190297877414
250.4691299,42,1,46,136,73.66768746,163.358036057183
188.4527864,36,1,37,169,58.15182169,148.782000002668
107.7136678,26,0,37,151,85.7180324,179.887596082737
234.5231056,52,1,33,107,73.70813422,152.082583001234
343.7092553,52,1,37,117,97.68732226,209.484178634182
465.1517306,19,1,31,129,53.44516635,128.030853276743
384.1218693,49,1,51,124,85.8037401,201.27678943542
336.8089855,37,0,48,103,60.96576072,149.667916457929
397.3097751,41,1,50,101,56.32849773,131.743433867553
473.4983079,19,1,59,143,90.40656828,177.799295453814
366.3149122,24,1,56,111,88.10417965,210.702007969408
122.8322138,25,0,50,118,80.8435253,158.996652643723
494.8277905,59,0,59,143,77.53206544,150.761294334005
463.7516278,55,1,31,113,89.96844739,165.957518648045
218.2907683,29,0,26,108,68.99042666,157.242034256526
420.5033108,45,0,27,128,90.29944033,184.546663335362
368.2263539,24,0,60,131,64.23948165,163.270320554146
421.1660064,43,0,21,140,90.4497269,191.410505107603
438.2204109,41,0,24,131,79.07518087,197.337257386154
322.2203227,46,0,28,118,66.22672608,141.707934047988
206.674512,32,1,32,175,61.95408414,154.718755143083
420.0905699,35,1,33,128,73.72362522,153.536490525155
341.755844,24,0,31,161,87.35927551,172.614010224007
319.0932637,33,0,42,174,47.0127965,150.586220356964
170.7203478,55,0,57,110,64.02654401,183.591540379102
368.5446267,45,0,56,102,68.04767842,165.790726186064
330.4566099,56,0,42,124,87.60988557,174.190622431869
223.6181911,41,0,23,143,69.88139845,164.079226657905
379.1055935,19,0,53,144,66.01824851,149.048036884425
146.3020064,44,1,23,119,58.15179923,154.01156707674
278.3607433,60,0,36,155,103.9162915,182.171356604541
161.8083552,57,0,28,116,77.7583353,188.838591978208
485.7356082,43,0,38,172,89.96956417,175.418079623485
133.0726902,18,0,41,155,78.40779179,191.227697578042
496.833931,59,0,20,114,70.01918238,193.715626675103
442.3263305,32,1,28,135,57.52156711,145.522801078115
253.0569035,38,1,22,148,56.62311,138.329567500969
240.5285481,45,1,46,168,81.45839633,177.181528133019
194.0230348,54,1,36,169,73.38031278,191.415622904096
456.5112759,32,1,27,152,49.53234643,127.251981930973
291.615166,33,0,51,112,56.72717532,131.422317585495
229.4822614,25,1,53,145,91.77809629,201.72989414483
252.9407761,26,1,59,168,68.75123384,144.388637673977
292.3510209,35,0,36,102,58.64606242,164.116089859194
371.05946,26,1,51,158,85.59935242,165.033405175143
420.4431128,42,1,57,135,85.18350757,180.659995306527
188.7721477,60,0,26,113,67.03306824,167.912922183515
393.4651723,53,0,58,128,65.44013469,181.64221640419
439.2958244,59,1,58,149,75.31085864,147.95898347148
415.5687572,54,0,28,131,58.51291155,162.642356590381
340.5204191,25,0,23,121,65.0090264,181.455737455998
107.5426171,42,1,55,114,56.17990419,170.397300817447
280.2025412,43,0,27,166,92.46039725,182.783182394818
401.5118209,44,0,59,138,92.46684133,187.848950755684
215.4025353,53,0,46,115,60.4483248,131.728803602873
472.8842644,57,1,53,129,57.74456784,131.413159816186
452.4305079,45,0,25,145,73.99544054,160.849885099421
423.5263821,18,0,23,171,76.00033978,194.168260748107
344.4152182,25,1,44,112,63.69077852,156.314930994321
401.2688491,38,0,54,115,59.61181852,136.710381348587
483.9417791,30,0,60,106,57.45393453,161.359749065464
321.7249052,54,1,24,163,56.36146164,141.481195259213
132.7139134,23,1,25,110,80.37570456,161.161368181534
170.8059674,31,1,29,147,56.02153292,160.960845084352
356.4168235,42,1,22,125,79.98169894,158.046894678843
435.4755773,45,0,22,133,57.48286842,173.205664303471
323.9031529,36,1,47,109,87.90324789,215.084653847452
267.6860694,38,0,27,179,88.4849079,200.125827653012
280.065319,41,0,38,150,94.26967077,177.846751799432
396.3321585,49,1,43,153,96.8717631,222.8176630795
198.3174936,46,0,49,168,54.95228303,157.052360583984
167.9966065,22,0,47,155,85.2211227,192.908098003412
241.4443889,30,1,31,168,89.68933297,161.275314471154
236.0766614,23,0,50,152,91.76573287,211.420780387507
416.5850965,44,0,59,161,77.32104687,172.262433284579
173.2933557,25,0,35,127,91.00604018,220.23373708473
318.3628965,47,0,58,112,89.23628078,203.1072122044
338.0502883,18,0,51,114,56.73859375,160.853152787741
198.2195641,29,0,46,171,57.91380911,144.118317629914
488.7330306,50,1,30,126,66.28389779,140.092563695459
139.4745556,59,1,59,169,77.02421009,153.341886222982
137.380076,28,0,24,123,61.53698524,175.902681962324
239.4348273,60,1,33,111,96.91142722,210.289685577477
444.6992823,35,1,56,162,68.34598977,141.727741268516
149.0633406,32,0,51,147,93.94801929,177.986195582705
394.6466637,24,0,60,180,71.74897319,158.273911764478
299.456152,46,1,28,150,91.35867672,220.78004615234
345.3533659,40,1,38,125,63.07784498,156.668016662786
196.855735,36,0,35,125,71.62822608,171.908026553997
248.3806343,53,0,29,144,72.89179769,150.889978996355
199.7305682,51,1,46,146,47.40314761,141.775126388352
334.5743093,31,1,60,117,81.07140787,208.692294715913
416.4445772,40,0,34,124,84.53700097,183.008307661972
463.0918012,45,1,52,130,83.58001375,156.103528464087
401.108823,22,0,59,101,68.51564907,189.568472940538
236.1693842,31,0,26,154,49.41874983,156.170655493342
470.5824682,34,1,34,156,60.31750347,162.082921301646
493.5577529,48,0,46,132,89.34824015,172.848136066741
278.3084535,40,0,59,116,82.78971726,203.052952611077
444.4839763,40,0,58,115,91.82289312,172.374395128085
262.7202968,47,0,57,152,89.4413657,169.480526177106
107.3406003,57,0,38,167,83.77683306,210.896302884126
271.3059975,56,1,57,170,82.98405233,156.16598222133
212.4625142,33,1,40,148,79.14239652,192.78343787088
403.6966285,34,1,36,100,101.2440053,202.341301236463
488.5922311,28,0,49,151,63.07627685,154.558047322225
396.2980235,59,1,53,165,68.11984879,160.44712541767
401.9023759,30,0,21,100,89.53870563,198.493909688702
423.4228704,44,1,34,165,54.60161631,161.430006046054
100.7159422,41,1,27,116,56.92080625,161.763592640106
494.2259605,25,1,30,171,60.7717068,148.57035944156
291.7430827,36,1,55,168,80.49627293,193.410457179633
135.9016038,32,1,58,101,94.75805256,201.393860186063
336.9607152,37,1,47,172,65.11182158,143.872666899016
438.095402,33,1,55,170,101.9304335,226.810356718505
416.4868002,37,1,24,142,63.929422,185.552149408259
482.1131089,27,1,42,107,52.11176058,154.36017923723
386.4863697,40,1,52,143,70.13550803,156.013837320993
224.6120062,31,0,32,163,67.80436946,177.220039743344
344.7820762,54,0,29,160,77.49181495,189.852564622794
460.7485834,49,0,41,141,59.43995878,169.312395129788
245.7171227,55,1,20,126,61.38040784,143.832420495041
419.8863392,55,1,31,129,86.75867484,177.889237994144
414.0294815,36,1,57,168,87.60274848,168.693498485831
157.4321045,49,0,21,155,86.23892228,172.06945914709
449.8900042,29,0,26,120,80.00822564,155.709328304431
358.1205522,33,0,51,173,74.70387555,161.7523841559
150.3878441,27,0,49,173,71.07145198,172.743914301878
284.862387,31,0,54,144,62.95991549,141.770248330931
362.6923853,26,0,42,161,56.24910403,165.219086667833
168.788833,50,1,37,119,66.74519428,152.822281386586
164.2644045,42,1,32,103,72.78707091,188.452409186395
172.4127044,33,1,57,164,102.6095576,194.157939925043
212.7809518,40,0,34,148,94.88495189,185.095203746876
256.2492169,51,0,26,140,59.62867923,158.375614309861
266.2794297,33,1,39,148,94.54520835,181.030053146398
284.6226574,33,1,54,128,88.8137183,184.53586564012
157.3966439,53,1,43,100,92.89338201,172.663844846801
497.5535463,36,1,21,147,89.90021623,215.063220019034
200.9456693,34,0,41,175,56.01527052,149.249632214746
397.8180673,33,1,58,145,85.96719143,172.045415561392
287.4500567,59,1,55,121,82.18617433,181.441694951145
407.3836265,26,1,46,113,60.04849827,139.223275288611
252.8534605,53,0,35,146,83.46793409,169.325872976592
441.0884399,50,0,38,153,59.58618568,173.109915337023
168.9911685,43,0,37,174,95.4798805,182.995508793308
338.5197044,44,1,22,174,85.61660139,166.778905730242
211.1936351,49,0,30,150,66.18536141,138.88954996235
414.1294657,48,0,57,102,72.57935969,148.80890551464
126.11918,51,0,58,116,61.79371626,135.171834377031
490.2873393,34,0,43,136,100.6392669,199.52509284933
404.9903631,36,1,52,102,86.05183045,195.607361393066
308.753138,25,1,28,148,90.89172076,186.664279624307
439.7117745,23,1,52,155,92.49700649,211.233909985733
289.9867586,31,0,37,180,76.89552302,150.914287984513
252.0439109,52,0,55,153,93.88102812,171.754142145842
212.9979123,45,1,42,162,82.74677725,207.475049099678
164.3211054,50,0,39,125,97.45119841,185.786263125733
119.6057488,18,0,31,164,63.11037198,140.419808838234
342.1903013,50,1,44,148,51.54016998,137.85125485653
217.1349417,60,0,55,117,100.4303893,230.397292916677
377.2972227,20,1,32,161,95.03977307,196.874010506502
336.7816057,41,0,55,127,95.67152598,185.708957551868
448.2414351,59,1,60,141,85.31764717,176.073096383465
